Reference,London Borough Name,Attendant Location,Severity,Number Of Casualties,Number Of Vehicles,Date,Day,Time,Highway,Road Class 1,Road Number 1,Road Type,Speed Limit,Junction Detail,Junction Control,Road Class 2,Road Number 2,Pedestrian Crossing,Light Condition Band,Weather,Road Surface,Special Conditions,Carriage Way Hazard,Easting,Northing,Longitude,Latitude,Ward Code,Ward Name,Spatial Accuracy,Location,Socrata ID,Last Uploaded,Organisation URI
0113EK40465,CAMDEN,GORDON SQUARE J/W GORDON SQUARE,2 Serious,1,2,25/07/2013 08:38:00 AM,Thursday ,8.38,3 Bor,C,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,C,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529770,182160,-0.130883,51.523465,E05000129,Bloomsbury,Unknown,"(51.523465, -0.130883)",27735,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40466,CAMDEN,GLOUCESTER AVENUE J/W PARKWAY,3 Slight,1,1,28/07/2013 11:39:00 PM,Sunday   ,23.39,3 Bor,C,0,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,4201,5 Pedn Phase At Ats,2 Dark,2 Raining,2 Road-Wet,0 None,0 None,528650,183610,-0.146489,51.536752,E05000130,Camden Town with Primrose Hill,Unknown,"(51.536752, -0.146489)",27734,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40467,CAMDEN,HAMPSTEAD ROAD J/W ROBERT STREET,3 Slight,1,2,28/07/2013 04:00:00 PM,Sunday   ,16.00,1 TLRN,A,400,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,4 Pelican Or Similar,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529210,182710,-0.138749,51.528536,E05000142,Regent's Park,Unknown,"(51.528536, -0.138749)",27733,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40469,CAMDEN,BLOOMSBURY WAY J/W BARTER STREET,2 Serious,1,1,26/07/2013 12:57:00 AM,Friday   ,0.57,3 Bor,A,40,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530320,181570,-0.123178,51.518037,E05000138,Holborn and Covent Garden,Unknown,"(51.518037, -0.123178)",27732,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40472,CAMDEN,CASTLEHAVEN ROAD J/W CHALK FARM ROAD,3 Slight,1,2,28/07/2013 09:55:00 PM,Sunday   ,21.55,3 Bor,A,502,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,502,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,528670,184170,-0.145996,51.54178,E05000130,Camden Town with Primrose Hill,Unknown,"(51.54178, -0.145996)",27731,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40473,CAMDEN,PARLIAMENT HILL 50M NE OF SOUTH HILL PARK,3 Slight,1,3,26/07/2013 06:51:00 PM,Friday   ,18.51,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,527330,185700,-0.164755,51.555833,E05000135,Hampstead Town,Unknown,"(51.555833, -0.164755)",27730,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40474,CAMDEN,LEIGHTON ROAD J/W BARTHOLOMEW ROAD,3 Slight,1,2,25/07/2013 07:28:00 PM,Thursday ,19.28,3 Bor,C,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529420,185180,-0.134816,51.550685,E05000139,Kentish Town,Unknown,"(51.550685, -0.134816)",27729,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40476,CAMDEN,QUEEN'S CRESCENT 22M NE OF WEEDINGTON ROAD,3 Slight,1,2,30/07/2013 06:30:00 PM,Tuesday  ,18.30,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528320,185120,-0.150694,51.550397,E05000136,Haverstock,Unknown,"(51.550397, -0.150694)",27728,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40477,CAMDEN,AGAR GROVE 29M E OF ST PAULS CRESCENT,3 Slight,1,2,19/07/2013 05:15:00 PM,Friday   ,17.15,3 Bor,C,0,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529850,184360,-0.12892,51.543218,E05000131,Cantelowes,Unknown,"(51.543218, -0.12892)",27727,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40479,CAMDEN,OVAL ROAD 21M N OF GLOUCESTER AVENUE,3 Slight,1,2,25/07/2013 12:35:00 AM,Thursday ,0.35,3 Bor,C,0,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,8 Central Refuge,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,528644,183699,-0.146543,51.537553,E05000130,Camden Town with Primrose Hill,Unknown,"(51.537553, -0.146543)",27726,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40480,CAMDEN,KILBURN HIGH ROAD J/W BIRCHINGTON ROAD,3 Slight,1,2,31/07/2013 08:44:00 AM,Wednesday,8.44,3 Bor,A,5,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,2 Road-Wet,0 None,0 None,525300,183770,-0.194707,51.538943,,,Unknown,"(51.538943, -0.194707)",27725,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40481,CAMDEN,WHITESTONE WALK J/W HEATH ST,3 Slight,1,1,01/08/2013 01:23:00 PM,Thursday ,13.23,3 Bor,A,502,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,B,519,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,526270,186370,-0.179796,51.562093,E05000135,Hampstead Town,Unknown,"(51.562093, -0.179796)",27724,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40482,CAMDEN,PARKWAY J/W CAMDEN HIGH STREET,3 Slight,1,2,02/08/2013 07:20:00 PM,Friday   ,19.20,1 TLRN,A,4201,6 Single Cwy,2 30 MPH,7 Multi Jun,2 Auto Sig,A,502,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528890,183860,-0.142939,51.538944,E05000130,Camden Town with Primrose Hill,Unknown,"(51.538944, -0.142939)",27723,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40483,CAMDEN,PARKWAY J/W DELANCEY ST,3 Slight,1,1,03/08/2013 12:10:00 PM,Saturday ,12.10,3 Bor,A,4201,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,503,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528650,183610,-0.146489,51.536752,E05000130,Camden Town with Primrose Hill,Unknown,"(51.536752, -0.146489)",27722,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40484,CAMDEN,SWINTON RD J/W SWINTON PLACE,2 Serious,1,2,15/03/2013 11:09:00 AM,Friday   ,11.09,1 TLRN,A,501,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530650,182790,-0.117973,51.528924,E05000141,King's Cross,Unknown,"(51.528924, -0.117973)",27721,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40485,CAMDEN,AGAR GROVE 35M W OF YORK WAY,2 Serious,1,1,02/08/2013 05:05:00 PM,Friday   ,17.05,3 Bor,C,0,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530010,184380,-0.126607,51.543361,E05000131,Cantelowes,Unknown,"(51.543361, -0.126607)",27720,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40486,CAMDEN,FINCHLEY ROAD J/W LANGLAND GARDENS,3 Slight,1,2,30/07/2013 04:57:00 PM,Tuesday  ,16.57,1 TLRN,A,41,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,8 Central Refuge,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525900,185230,-0.185538,51.55193,E05000145,West Hampstead,Unknown,"(51.55193, -0.185538)",27719,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40487,CAMDEN,GORDON HOUSE RD J/W OAK VILLAGE,3 Slight,1,2,04/08/2013 02:30:00 PM,Sunday   ,14.30,3 Bor,B,518,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528280,185630,-0.151085,51.554989,E05000134,Gospel Oak,Unknown,"(51.554989, -0.151085)",27718,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40491,CAMDEN,GRAY'S INN ROAD J/W BRITANNIA STREET,3 Slight,1,2,06/08/2013 09:05:00 PM,Tuesday  ,21.05,1 TLRN,A,501,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530490,182840,-0.120259,51.529411,E05000141,King's Cross,Unknown,"(51.529411, -0.120259)",27717,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40493,CAMDEN,CAVERSHAM RD J/W BARTHOLOMEW RD,3 Slight,1,2,05/08/2013 08:05:00 PM,Monday   ,20.05,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,529400,184920,-0.1352,51.548353,E05000131,Cantelowes,Unknown,"(51.548353, -0.1352)",27716,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40495,CAMDEN,NEW OXFORD ST J/W J/W EARNSHAW ST,3 Slight,1,1,06/08/2013 04:40:00 PM,Tuesday  ,16.40,3 Bor,A,40,3 Dual Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,A,40,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529910,181390,-0.12915,51.516514,E05000138,Holborn and Covent Garden,Unknown,"(51.516514, -0.12915)",27715,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40496,CAMDEN,GREVILLE ROAD J/W KILBURN HIGH ROAD,3 Slight,1,1,30/07/2013 07:40:00 AM,Tuesday  ,7.40,3 Bor,C,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,A,5,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525550,183470,-0.191211,51.536191,E05000140,Kilburn,Unknown,"(51.536191, -0.191211)",27714,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40497,CAMDEN,LISSENDEN GARDENS 75M SW OF HIGHGATE ROAD,2 Serious,1,2,28/07/2013 03:30:00 PM,Sunday   ,15.30,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528440,185910,-0.148676,51.557469,E05000137,Highgate,Unknown,"(51.557469, -0.148676)",27713,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40498,CAMDEN,ST PANCRAS WAY J/W BARKER DRIVE,3 Slight,1,2,07/08/2013 08:24:00 AM,Wednesday,8.24,3 Bor,A,5202,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529390,184060,-0.13566,51.540627,E05000143,St Pancras and Somers Town,Unknown,"(51.540627, -0.13566)",27712,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40500,CAMDEN,FITZJOHN'S AVENUE J/W AKENSIDE ROAD,3 Slight,1,2,07/08/2013 07:51:00 AM,Wednesday,7.51,3 Bor,B,511,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,526560,185220,-0.176028,51.551693,E05000133,Frognal and Fitzjohns,Unknown,"(51.551693, -0.176028)",27711,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40501,CAMDEN,LEYBOURNE ST J/W HAWLEY ST,3 Slight,1,1,11/08/2013 02:30:00 AM,Sunday   ,2.30,3 Bor,A,502,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,528660,184250,-0.146111,51.542501,E05000130,Camden Town with Primrose Hill,Unknown,"(51.542501, -0.146111)",27710,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40502,CAMDEN,SHELTON ST J/W LANGLEY ST,3 Slight,1,1,06/08/2013 12:44:00 PM,Tuesday  ,12.44,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,2 Road-Wet,0 None,0 None,530140,181060,-0.125959,51.513495,,,Unknown,"(51.513495, -0.125959)",27709,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40503,CAMDEN,EUSTON RD J/W GOWER ST,3 Slight,1,1,01/08/2013 09:38:00 AM,Thursday ,9.38,1 TLRN,A,501,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,A,400,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529420,182380,-0.135844,51.525523,E05000129,Bloomsbury,Unknown,"(51.525523, -0.135844)",27708,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40506,CAMDEN,EARLHAM STREET J/W SHAFTESBURY AVENUE,3 Slight,1,1,12/08/2013 07:20:00 PM,Monday   ,19.20,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,A,401,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529960,181060,-0.128551,51.513536,E05000138,Holborn and Covent Garden,Unknown,"(51.513536, -0.128551)",27707,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40507,CAMDEN,MONMOUTH ST J/W SHAFTESBURY AVE,3 Slight,1,2,10/08/2013 11:25:00 PM,Saturday ,23.25,3 Bor,B,404,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,A,401,1 Zebra,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530060,181230,-0.127048,51.515041,E05000138,Holborn and Covent Garden,Unknown,"(51.515041, -0.127048)",27706,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40509,CAMDEN,HUNTER STREET 23M N OF HANDEL STREET,3 Slight,1,1,16/07/2013 02:00:00 PM,Tuesday  ,14.00,3 Bor,B,504,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530270,182410,-0.123588,51.525597,E05000129,Bloomsbury,Unknown,"(51.525597, -0.123588)",27705,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40511,CAMDEN,THEOBALD'S ROAD J/W RED LION STREET,3 Slight,1,2,27/07/2013 06:06:00 PM,Saturday ,18.06,3 Bor,A,401,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,C,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530670,181830,-0.11804,51.520293,E05000138,Holborn and Covent Garden,Unknown,"(51.520293, -0.11804)",27704,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40512,CAMDEN,CAMDEN RD J/W MURRAY ST,3 Slight,1,2,14/08/2013 07:50:00 AM,Wednesday,7.50,1 TLRN,A,503,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,4 Pelican Or Similar,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529440,184520,-0.13477,51.54475,E05000131,Cantelowes,Unknown,"(51.54475, -0.13477)",27703,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40514,CAMDEN,FINCHLEY ROAD J/W PARSIFAL ROAD,3 Slight,1,2,31/07/2013 04:00:00 PM,Wednesday,16.00,1 TLRN,A,41,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525400,185560,-0.192629,51.555007,E05000132,Fortune Green,Unknown,"(51.555007, -0.192629)",27702,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40515,CAMDEN,NFL GRAY'S INN RD J/W NORTHINGTON ST,3 Slight,1,1,15/08/2013 03:05:00 PM,Thursday ,15.05,3 Bor,A,5200,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530950,182060,-0.113921,51.522295,E05000138,Holborn and Covent Garden,Unknown,"(51.522295, -0.113921)",27701,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40516,CAMDEN,GRAFTON RD J/W INKERMAN RD,3 Slight,1,2,17/08/2013 03:15:00 PM,Saturday ,15.15,3 Bor,C,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528700,184820,-0.145326,51.547615,E05000139,Kentish Town,Unknown,"(51.547615, -0.145326)",27700,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40517,CAMDEN,NFL: HIGHGATE ROAD 30M NWS J/W LISSENDEN GARDENS,3 Slight,1,2,18/07/2013 08:30:00 AM,Thursday ,8.30,3 Bor,C,0,6 Single Cwy,1 <= 20 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528480,185970,-0.148077,51.557999,E05000137,Highgate,Unknown,"(51.557999, -0.148077)",27699,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40518,CAMDEN,ADELAIDE ROAD J/W FINCHLEY ROAD,3 Slight,1,2,17/08/2013 01:41:00 PM,Saturday ,13.41,1 TLRN,A,41,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,41,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,526640,184100,-0.175277,51.54161,E05000144,Swiss Cottage,Unknown,"(51.54161, -0.175277)",27698,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40519,CAMDEN,WEST END LANE J/W IVERSON RD,3 Slight,1,1,14/08/2013 12:21:00 AM,Wednesday,0.21,3 Bor,B,510,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,B,520,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,525520,184760,-0.191184,51.547791,E05000145,West Hampstead,Unknown,"(51.547791, -0.191184)",27697,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40520,CAMDEN,NFL FINCHLEY RD J/W FAIRFOX RD,3 Slight,1,2,09/08/2013 11:00:00 AM,Friday   ,11.00,1 TLRN,A,41,3 Dual Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,C,0,4 Pelican Or Similar,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,526460,184510,-0.177724,51.545335,E05000144,Swiss Cottage,Unknown,"(51.545335, -0.177724)",27696,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40521,CAMDEN,NFL SOUTHAMPTON RD J/W FLEET RD,3 Slight,1,3,10/08/2013 02:30:00 PM,Saturday ,14.30,3 Bor,B,517,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,B,518,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,527790,185410,-0.158228,51.553123,E05000134,Gospel Oak,Unknown,"(51.553123, -0.158228)",27695,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40522,CAMDEN,FINCHLEY RD J/W ADELAIDE RD,3 Slight,1,2,12/08/2013 07:40:00 PM,Monday   ,19.40,1 TLRN,A,41,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,41,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,526640,184100,-0.175277,51.54161,E05000144,Swiss Cottage,Unknown,"(51.54161, -0.175277)",27694,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40523,CAMDEN,TOTTENHAM COURT ROAD 25M N OF GRAFTON WAY,3 Slight,1,2,21/08/2013 12:29:00 AM,Wednesday,0.29,3 Bor,A,400,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529310,182190,-0.137499,51.52384,E05000129,Bloomsbury,Unknown,"(51.52384, -0.137499)",27693,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40525,CAMDEN,NFL UNIVERSITY ST J/W HUNTLEY ST,2 Serious,1,2,02/08/2013 11:00:00 AM,Friday   ,11.00,3 Bor,C,0,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529450,182150,-0.135497,51.523449,E05000129,Bloomsbury,Unknown,"(51.523449, -0.135497)",27692,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40526,CAMDEN,HAMPSTEAD RD J/W DRUMMOND ST,3 Slight,1,1,21/08/2013 07:57:00 AM,Wednesday,7.57,1 TLRN,A,400,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,400,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529210,182460,-0.138841,51.52629,E05000142,Regent's Park,Unknown,"(51.52629, -0.138841)",27691,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40527,CAMDEN,KINGSWAY J/W HIGH HOLBORN,2 Serious,1,2,20/08/2013 05:50:00 PM,Tuesday  ,17.50,3 Bor,A,4200,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,40,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530510,181530,-0.120456,51.517634,E05000138,Holborn and Covent Garden,Unknown,"(51.517634, -0.120456)",27690,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40528,CAMDEN,EUSTON ROAD J/W PANCRAS ROAD,3 Slight,1,2,22/08/2013 07:29:00 PM,Thursday ,19.29,1 TLRN,A,501,3 Dual Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,A,5202,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530210,182890,-0.124275,51.529924,E05000143,St Pancras and Somers Town,Unknown,"(51.529924, -0.124275)",27689,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40529,CAMDEN,UPPER WOBURN PLACE J/W TAVISTOCK SQUARE,3 Slight,1,2,22/08/2013 05:35:00 PM,Thursday ,17.35,3 Bor,A,4200,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529880,182420,-0.129203,51.525777,E05000129,Bloomsbury,Unknown,"(51.525777, -0.129203)",27688,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40530,CAMDEN,SOUTH END RD J/W HEATH HURST RD,3 Slight,1,2,22/08/2013 02:07:00 PM,Thursday ,14.07,3 Bor,C,0,6 Single Cwy,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,527220,185620,-0.166369,51.555139,E05000135,Hampstead Town,Unknown,"(51.555139, -0.166369)",27687,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40531,CAMDEN,PRINCE ALBERT RD J/W ST MARK'S SQUARE,3 Slight,1,2,22/08/2013 08:55:00 AM,Thursday ,8.55,3 Bor,A,5205,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,C,0,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528220,183680,-0.15266,51.537479,E05000142,Regent's Park,Unknown,"(51.537479, -0.15266)",27686,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
0113EK40532,CAMDEN,LADY SOMERSET RD J/W BURGHLEY RD,3 Slight,1,2,24/08/2013 09:14:00 AM,Saturday ,9.14,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,528910,185650,-0.141995,51.555026,E05000139,Kentish Town,Unknown,"(51.555026, -0.141995)",27685,04/11/2016 10:29:01 AM,http://opendatacommunities.org/id/london-borough-council/camden
